урок	школа	44.5
часы	стрелка	44.5
подушка	сон	44.5
молоток	гвоздь	44.3
море	океан	44.2
лист	бумага	44.2
усы	борода	44.2
алгебра	геометрия	44.2
стрелка	белка	44.1
дерево	ствол	44.0
вино	виноград	44.0
пустыня	песок	43.8
математика	алгебра	43.7
жизнь	смысл	43.7
чувства	любовь	43.6
машина	автомобиль	43.2
музыка	песня	42.6
враньё	ложь	42.6
пена	ванна	42.5
мир	вселенная	42.3
праздник	радость	42.2
струна	гитара	42.2
лес	деревья	42.0
ложь	неправда	42.0
любовь	нежность	42.0
бог	вера	41.9
тайна	секрет	41.8
море	солнце	41.7
утро	кофе	41.6
дверь	вход	41.5
водка	пиво	41.5
сахар	чай	41.4
крылья	полёт	41.2
круг	квадрат	41.1
дуб	жёлудь	41.1
волосы	коса	41.1
поле	пшеница	40.9
насморк	сопли	40.9
холод	снег	40.7
лошадь	грива	40.6
дача	огород	40.6
веселье	праздник	40.6
лист	дерево	40.3
соль	сахар	40.2
мышеловка	сыр	40.1
огонь	пожар	40.1
конец	начало	40.0
секс	презерватив	40.0
дождь	лужа	39.9
движение	жизнь	39.9
смех	шутка	39.8
чай	кофе	39.6
горе	беда	39.6
пропеллер	карлсон	39.6
иван	дурак	39.6
луг	поле	39.6
вода	океан	39.6
ужас	кошмар	39.5
стекло	окно	39.4
квадрат	малевич	39.3
разум	интеллект	39.3
заяц	волк	39.3
пиво	хмель	39.1
утро	будильник	39.1
фауна	флора	39.1
корова	бык	39.1
слон	хобот	39.0
дверь	замок	38.9
снег	лёд	38.7
жир	сало	38.7
лошадь	конь	38.6
электричество	ток	38.5
луг	трава	38.3
море	корабль	38.3
масло	хлеб	38.1
песок	часы	37.9
отпуск	море	37.9
отрава	яд	37.9
химия	менделеев	37.7
язык	рот	37.4
месяц	луна	37.4
муж	жена	37.4
пшеница	хлеб	37.4
власть	сила	37.2
песок	стекло	37.0
ленин	мавзолей	36.9
сладость	сахар	36.8
рок	судьба	36.6
день	свет	36.5
рок	музыка	36.4
губы	помада	36.4
обед	еда	36.4
день	утро	36.3
топор	дрова	36.1
рука	нога	36.0
вода	влага	36.0
небо	облака	36.0
руки	ноги	36.0
начало	старт	35.8
солнце	луна	35.7
грива	лев	35.7
дым	труба	35.6
церковь	храм	35.4
рана	кровь	35.3
цезарь	салат	35.1
юность	молодость	35.1
гитара	струны	35.0
брат	сестра	35.0
анализ	кровь	35.0
больница	врач	35.0
боль	слёзы	34.6
яд	змея	34.5
тепло	лето	34.4
обезьяна	банан	34.3
яйцо	желток	34.3
отдых	пляж	34.3
крылья	ангел	34.1
гроза	молния	34.1
звук	музыка	34.0
жизнь	любовь	34.0
жизнь	боль	33.8
ветка	дерево	33.8
вселенная	галактика	33.8
сыр	мышь	33.7
религия	бог	33.7
прямая	линия	33.7
рама	окно	33.7
шампунь	волосы	33.6
собака	друг	33.5
рука	палец	33.5
школа	учёба	33.3
море	волны	33.3
уборка	чистота	33.2
оргазм	удовольствие	33.1
любовь	ненависть	33.1
смех	веселье	33.1
смерть	коса	33.0
дождь	капли	32.9
самолёт	крыло	32.9
счастье	дети	32.9
взрыв	бомба	32.8
война	оружие	32.8
масло	жир	32.7
пар	вода	32.7
тело	душа	32.7
поцелуй	любовь	32.6
коза	молоко	32.6
запрет	табу	32.6
градусник	ртуть	32.6
родина	мать	32.6
папа	отец	32.5
адам	ева	32.5
грязь	слякоть	32.5
животное	собака	32.4
мёд	медведь	32.4
пушкин	дуэль	32.4
шар	мяч	32.4
дом	семья	32.3
хитрость	лиса	32.2
египет	пирамида	32.2
чай	заварка	32.2
страх	фобия	32.1
радость	солнце	32.1
фрукт	банан	32.0
темнота	страх	31.8
подушка	пух	31.7
пляж	загар	31.6
сало	свинья	31.4
связь	телефон	31.4
иголка	нитка	31.4
бублик	дырка	31.1
краска	кисть	31.0
стрела	лук	31.0
роса	трава	30.8
сигарета	дым	30.7
школа	класс	30.7
ум	мозг	30.7
грива	конь	30.4
крыло	птица	30.3
закат	рассвет	30.2
гнев	ярость	30.2
сад	огород	30.1
театр	актёр	30.1
пушка	ядро	30.1
машина	колесо	30.1
голова	мозг	30.1
зима	лето	30.0
запах	аромат	29.9
зарплата	деньги	29.9
лекарство	аптека	29.8
тоска	скука	29.8
хлеб	мука	29.8
нос	лицо	29.8
голубь	птица	29.8
ручка	карандаш	29.8
ружьё	охота	29.8
шприц	игла	29.7
хлеб	батон	29.5
вход	выход	29.5
лёд	коньки	29.5
вода	стакан	29.5
рыба	чешуя	29.4
праздник	торт	29.4
болезнь	лекарство	29.4
народ	люди	29.4
пламя	костёр	29.4
страна	государство	29.4
шар	круг	29.3
укол	боль	29.3
замок	крепость	29.2
мыло	пена	29.2
пляж	солнце	29.1
дождь	зонт	29.1
хлеб	бутерброд	29.1
река	берег	29.0
шар	сфера	28.9
дети	радость	28.9
дерево	берёза	28.8
дождь	вода	28.8
буква	слово	28.8
буквы	слова	28.7
обезьяна	человек	28.6
ядро	атом	28.6
красавица	чудовище	28.6
перелом	гипс	28.6
шайба	хоккей	28.6
лезвие	бритва	28.5
желание	страсть	28.5
могила	кладбище	28.4
мудрость	старость	28.4
медведь	берлога	28.4
утро	ночь	28.4
человек	животное	28.4
песок	сахар	28.4
лес	грибы	28.3
дверь	ручка	28.2
каникулы	лето	28.2
овца	баран	28.1
цветок	роза	28.1
космос	вакуум	28.1
свет	лампочка	28.0
школа	перемена	28.0
волк	вой	28.0
горе	слёзы	27.9
земля	вода	27.9
нож	лезвие	27.9
вкус	язык	27.9
температура	жар	27.8
свинья	грязь	27.8
прогресс	развитие	27.7
физика	наука	27.7
планета	космос	27.6
мёд	пчела	27.6
сон	явь	27.6
король	шут	27.6
гагарин	космонавт	27.6
дом	тепло	27.5
слух	ухо	27.5
диван	кровать	27.5
анекдот	смех	27.5
суп	борщ	27.4
монитор	экран	27.4
космос	ракета	27.4
молоко	сыр	27.4
день	солнце	27.2
поезд	вагон	27.2
магазин	продукты	27.2
африка	негр	27.2
праздник	торжество	27.2
школа	ученик	27.2
ребёнок	малыш	27.1
малыш	карлсон	27.1
пшеница	зерно	27.1
корова	луг	27.1
щит	меч	27.1
стекло	прозрачность	27.0
мясо	свинина	27.0
луна	спутник	27.0
физика	ньютон	26.9
мясо	корова	26.8
помидор	томат	26.8
иисус	бог	26.8
вселенная	бесконечность	26.8
овал	круг	26.7
рыба	вода	26.7
хмель	солод	26.6
фундамент	основа	26.6
ручка	перо	26.5
огонь	дрова	26.5
порошок	кокаин	26.5
макароны	паста	26.5
корова	вымя	26.4
сталь	металл	26.4
анализ	моча	26.3
печаль	слёзы	26.2
фортуна	колесо	26.2
чистота	порядок	26.2
революция	ленин	26.2
страх	паника	26.2
кисть	художник	26.2
свет	лампа	26.2
солома	сено	26.1
сила	дух	26.1
подушка	перо	26.1
россия	родина	26.1
улица	фонарь	26.1
человек	разум	26.1
водка	алкоголь	26.1
география	глобус	26.0
свет	тень	26.0
трава	газон	25.9
свет	яркость	25.8
грудь	сосок	25.8
кость	скелет	25.8
свет	тьма	25.8
слякоть	дождь	25.7
рана	порез	25.7
ветер	воздух	25.7
тепло	холод	25.7
слиток	золото	25.7
любовь	бог	25.6
рюмка	водка	25.6
выдох	вдох	25.6
мир	труд	25.6
смысл	суть	25.5
радуга	дождь	25.5
грусть	слёзы	25.5
жизнь	дыхание	25.5
кровь	вена	25.5
хирург	скальпель	25.5
подарок	сюрприз	25.3
небо	земля	25.2
актёр	кино	25.2
хлеб	рожь	25.2
работа	офис	25.2
точка	запятая	25.0
комната	квартира	25.0
ручка	ножка	24.9
венера	планета	24.9
речь	язык	24.8
виктория	победа	24.8
государство	власть	24.8
бельё	трусы	24.8
баран	ворота	24.8
море	рыба	24.6
успех	удача	24.6
механизм	часы	24.6
цифры	буквы	24.6
пёс	кот	24.6
глаза	очки	24.6
масса	вес	24.6
ночь	тишина	24.5
почта	письмо	24.5
хвост	собака	24.5
дрова	дерево	24.5
отдых	отпуск	24.5
жизнь	счастье	24.4
осень	дождь	24.3
наковальня	молот	24.3
чувства	эмоции	24.3
пустыня	верблюд	24.3
глаз	око	24.2
лыжи	снег	24.2
кислота	щёлочь	24.2
творчество	искусство	24.2
испуг	страх	24.2
полюс	север	24.2
огонь	камин	24.2
голова	волосы	24.2
собака	лай	24.2
грипп	простуда	24.2
девушка	женщина	24.2
молоко	кефир	24.1
страх	боязнь	24.1
вера	надежда	24.1
друг	товарищ	24.1
малина	варенье	24.0
море	ракушка	24.0
водка	градус	24.0
сталь	железо	23.9
пар	баня	23.9
берег	море	23.9
рождение	смерть	23.9
личность	человек	23.9
волосы	парик	23.9
звезда	планета	23.9
почта	посылка	23.9
пляж	жара	23.9
хлеб	зерно	23.8
север	юг	23.7
мышь	кот	23.7
работа	зарплата	23.7
птица	перья	23.6
хлеб	голова	23.6
огурец	помидор	23.6
дрова	трава	23.6
спидометр	скорость	23.6
грудь	женщина	23.6
враньё	обман	23.6
книга	страница	23.6
удар	боль	23.6
лучи	солнце	23.6
россия	путин	23.6
друг	враг	23.4
мясо	еда	23.4
холод	мороз	23.4
любовь	семья	23.4
число	цифра	23.4
дерево	листья	23.4
болезнь	грипп	23.3
сиськи	грудь	23.3
самолёт	пилот	23.3
смех	юмор	23.3
золото	металл	23.2
пестик	тычинка	23.2
песок	время	23.2
дерево	кора	23.1
огонь	тепло	23.1
шутка	юмор	23.1
планета	юпитер	23.1
социум	общество	23.1
трава	поле	23.1
берёза	сок	23.1
конверт	марка	23.1
гитара	музыка	23.0
градус	температура	23.0
прыжок	парашют	23.0
борщ	щи	23.0
путь	движение	23.0
сознание	разум	23.0
победа	война	23.0
нос	сопли	22.9
счастье	деньги	22.9
булыжник	камень	22.9
география	карта	22.9
поле	простор	22.9
мясо	рыба	22.8
направление	вектор	22.8
радио	волна	22.8
ну погоди	заяц	22.8
труд	май	22.8
молоко	сметана	22.7
пол	потолок	22.6
ночь	звёзды	22.6
яйцо	скорлупа	22.6
алмаз	бриллиант	22.6
нефть	газ	22.6
стог	сено	22.6
собака	пёс	22.6
глаза	ресницы	22.6
купюры	деньги	22.6
вязание	спицы	22.6
глаз	зрачок	22.6
лёгкие	дыхание	22.6
девушка	любовь	22.6
страна	народ	22.6
яблоко	адам	22.6
туман	ёжик	22.6
свет	окно	22.6
люди	общество	22.6
хвост	лиса	22.5
деньги	кошелёк	22.5
бумага	дерево	22.5
мясо	шашлык	22.5
температура	градусник	22.4
укус	комар	22.4
смерть	могила	22.4
валюта	доллар	22.4
банка	крышка	22.4
вода	воздух	22.4
защита	щит	22.4
порошок	стирка	22.4
смерть	конец	22.3
пасха	кулич	22.2
овал	лицо	22.2
невеста	фата	22.2
жильё	квартира	22.2
частица	атом	22.2
вода	прозрачность	22.2
цвет	радуга	22.2
молекула	химия	22.2
дождь	гроза	22.2
работа	деньги	22.2
актёр	роль	22.2
деревня	село	22.1
теорема	пифагор	22.1
зрение	глаза	22.1
цель	мишень	22.1
клубника	ягода	22.0
курица	перо	22.0
родители	дети	22.0
подушка	одеяло	22.0
школа	учитель	22.0
покер	карты	21.9
парус	ветер	21.9
ор	крик	21.9
анализ	кал	21.9
утро	рассвет	21.9
руль	машина	21.9
рассказ	повесть	21.9
лава	вулкан	21.9
золото	серебро	21.8
жизнь	время	21.8
вода	питьё	21.8
перо	чернила	21.8
энергия	сила	21.7
здание	дом	21.7
имя	фамилия	21.7
домино	рыба	21.7
слёзы	плач	21.7
полёт	небо	21.6
воля	свобода	21.6
направление	путь	21.6
нос	насморк	21.6
дверь	выход	21.6
новый год	мандарин	21.6
путь	маршрут	21.6
вино	алкоголь	21.6
гнев	злость	21.6
трава	земля	21.6
радуга	дуга	21.6
дождь	лужи	21.6
художник	картина	21.6
карандаш	рисунок	21.6
тепло	одеяло	21.6
помойка	мусор	21.6
танец	танго	21.5
сахар	тростник	21.4
космос	бесконечность	21.3
прошлое	будущее	21.3
автомат	калашников	21.3
мрак	ночь	21.3
творец	бог	21.2
вечер	закат	21.2
романтика	любовь	21.2
победа	поражение	21.2
бубен	шаман	21.2
волна	прибой	21.2
масло	каша	21.2
стройка	кирпич	21.2
царевна	лягушка	21.2
время	деньги	21.2
химия	наука	21.2
брюки	штаны	21.2
порно	секс	21.2
работа	отдых	21.2
мрак	темнота	21.1
трава	сено	21.1
веник	совок	21.0
умножение	деление	21.0
страсть	похоть	21.0
мир	жизнь	21.0
машина	двигатель	20.9
новый год	шампанское	20.9
ферзь	шахматы	20.9
шоколад	сладость	20.9
луна	небо	20.9
птица	клюв	20.9
книга	чтение	20.9
мысль	идея	20.7
кран	стройка	20.7
ноша	тяжесть	20.7
честь	достоинство	20.7
дупло	белка	20.7
собака	кот	20.7
австралия	кенгуру	20.7
боль	страх	20.6
вода	жизнь	20.6
воробей	птица	20.6
шайба	клюшка	20.6
химия	любовь	20.6
колобок	лиса	20.6
звук	слух	20.6
конец	финал	20.6
водка	спирт	20.6
товар	деньги	20.6
затмение	луна	20.6
подкова	лошадь	20.6
столица	город	20.6
нападение	атака	20.6
карандаш	грифель	20.5
зуб	боль	20.5
постель	секс	20.5
перья	подушка	20.4
алфавит	азбука	20.4
высота	полёт	20.4
сказка	быль	20.4
грязь	лужа	20.3
развитие	эволюция	20.3
радость	горе	20.3
масленица	блины	20.3
золушка	туфелька	20.3
море	парус	20.3
глобус	карта	20.3
медведь	маша	20.3
уборка	пыль	20.2
чили	перец	20.2
родители	семья	20.2
шахта	уголь	20.2
зима	мороз	20.2
укроп	петрушка	20.1
удача	везение	20.1
фонарь	свет	20.1
вера	любовь	20.1
пол	паркет	20.0
решка	орёл	20.0
хаос	беспорядок	20.0
температура	болезнь	20.0
гора	вершина	20.0
книга	знание	20.0
учитель	указка	20.0
секс	желание	20.0
цирк	арена	20.0
школа	парта	20.0
лето	море	19.9
кровать	постель	19.9
угол	наказание	19.9
театр	спектакль	19.9
итог	вывод	19.8
тучи	дождь	19.8
скорость	машина	19.7
галактика	звёзды	19.7
космос	пустота	19.7
газета	журнал	19.7
овощи	фрукты	19.7
море	шторм	19.7
ключ	дверь	19.6
ямб	хорей	19.6
шкаф	одежда	19.6
простуда	насморк	19.6
камень	вода	19.6
лицо	улыбка	19.6
сосна	лес	19.6
олень	рога	19.6
снег	мороз	19.6
тесто	мука	19.6
течение	время	19.6
мёд	соты	19.6
народ	нация	19.5
закон	порядок	19.4
коробка	картон	19.4
умение	навык	19.4
пчела	жало	19.4
шахматы	игра	19.4
звон	колокол	19.4
девушка	красота	19.4
тяжесть	груз	19.3
отец	сын	19.3
скала	камень	19.2
мысль	мозг	19.2
сок	апельсин	19.2
плюс	минус	19.2
деньги	валюта	19.2
математика	арифметика	19.2
вены	кровь	19.2
гол	футбол	19.2
малина	медведь	19.2
одежда	платье	19.2
европа	азия	19.2
мотор	двигатель	19.2
самолёт	крылья	19.2
любовь	сердце	19.2
белка	орех	19.2
рога	копыта	19.1
старт	финиш	19.1
удовольствие	радость	19.1
дождь	снег	19.1
желток	белок	19.1
плита	газ	19.1
злость	ярость	19.1
волк	лиса	19.1
огород	грядка	19.1
дух	душа	19.1
член	секс	19.0
фортуна	удача	19.0
река	море	19.0
печка	тепло	19.0
собака	ошейник	19.0
лето	пляж	19.0
баранка	руль	18.9
широта	долгота	18.9
голова	боль	18.9
приятель	друг	18.9
фабрика	завод	18.9
закон	право	18.9
грудь	молоко	18.9
религия	христианство	18.9
болезнь	больница	18.9
космос	полёт	18.9
еда	вода	18.9
лёд	зима	18.9
поэт	стихи	18.9
вино	бокал	18.9
сын	дочь	18.9
тюрьма	клетка	18.8
порей	лук	18.8
пение	хор	18.8
атмосфера	воздух	18.8
кровать	секс	18.8
губы	поцелуй	18.7
баня	веник	18.7
космос	галактика	18.7
бензин	заправка	18.6
зарядка	утро	18.6
конец	финиш	18.6
сатана	дьявол	18.6
велосипед	педаль	18.6
гуси	лебеди	18.6
молоко	кофе	18.6
крыша	черепица	18.6
опыт	эксперимент	18.6
пчела	улей	18.6
прибыль	деньги	18.6
музыка	ноты	18.6
голова	ум	18.6
кости	скелет	18.6
мир	глобус	18.6
деревня	корова	18.5
очки	солнце	18.3
мрак	тьма	18.3
царь	король	18.3
жизнь	судьба	18.3
курица	мясо	18.3
планета	вселенная	18.3
тело	туловище	18.3
чашка	чай	18.3
столетие	век	18.3
группа	кровь	18.3
закат	солнце	18.3
игра	дети	18.3
сок	яблоко	18.3
пот	запах	18.3
танк	война	18.3
диван	софа	18.3
лошадь	телега	18.3
инструмент	молоток	18.3
болезнь	врач	18.3
машина	колёса	18.3
операция	хирург	18.3
норка	шуба	18.3
дом	дача	18.3
бытие	жизнь	18.2
шик	блеск	18.2
банк	кредит	18.2
утрата	потеря	18.1
металл	железо	18.1
диаметр	радиус	18.1
глупость	тупость	18.1
пух	перо	18.1
школа	дети	18.1
планета	орбита	18.1
киев	украина	18.1
утро	вечер	18.1
игра	прятки	18.0
печать	штамп	18.0
зависимость	наркотики	18.0
сахар	глюкоза	18.0
телевизор	зомбоящик	18.0
самолёт	аэропорт	18.0
ткань	шёлк	17.9
болото	топь	17.9
птица	гнездо	17.9
затмение	солнце	17.9
филин	сова	17.9
царь	иван грозный	17.9
воздух	жизнь	17.9
животное	кот	17.9
народ	толпа	17.9
терпение	труд	17.9
небо	воздух	17.9
ньютон	яблоко	17.9
хлеб	булка	17.9
похоть	секс	17.8
вор	кража	17.8
рыба	карась	17.8
животное	зверь	17.8
звёзды	луна	17.7
защита	нападение	17.7
египет	фараон	17.7
пиво	алкоголь	17.7
молоко	творог	17.7
ткань	одежда	17.7
творец	создатель	17.7
героин	наркотик	17.7
кот	шерсть	17.7
театр	вешалка	17.6
луна	волк	17.6
игра	развлечение	17.6
честь	отвага	17.6
измена	предательство	17.6
семья	дети	17.6
шлем	каска	17.6
футбол	поле	17.6
зевс	олимп	17.6
средства	деньги	17.6
поводок	ошейник	17.6
рамка	картина	17.6
маугли	джунгли	17.6
весна	цветение	17.6
вода	молекула	17.6
синева	море	17.6
религия	церковь	17.6
телевизор	экран	17.6
хвост	кот	17.6
небо	синева	17.6
пшеница	рожь	17.6
опечатка	ошибка	17.4
вилка	нож	17.4
стол	скатерть	17.4
поход	палатка	17.4
север	холод	17.4
число	пи	17.4
прошлое	история	17.4
жильё	дом	17.4
осадки	дождь	17.4
дорога	машина	17.4
бензин	нефть	17.4
дырка	отверстие	17.4
точка	тире	17.4
кошмар	страх	17.4
математика	цифры	17.4
роса	утро	17.3
кузнец	подкова	17.3
веник	уборка	17.3
отходы	мусор	17.3
стиль	мода	17.3
кровь	вампир	17.3
крокодил	гена	17.3
пирамида	фараон	17.3
улыбка	смайл	17.3
алкоголь	спирт	17.2
жизнь	радость	17.2
волк	лес	17.2
голос	звук	17.2
седина	старость	17.2
радость	любовь	17.2
тишина	покой	17.2
апельсин	цитрус	17.2
порядок	хаос	17.2
гроб	могила	17.2
ритм	такт	17.1
пицца	италия	17.1
увлечение	хобби	17.1
ветер	бриз	17.1
лук	чеснок	17.1
очки	оправа	17.1
сатана	ад	17.1
выигрыш	победа	17.1
любовь	дружба	17.1
невеста	жених	17.1
рюкзак	поход	17.1
радость	печаль	17.1
печать	принтер	17.0
книга	бумага	17.0
планета	шар	17.0
фрукт	апельсин	17.0
мыло	шампунь	17.0
чай	китай	17.0
карлсон	варенье	17.0
металл	рок	17.0
страсть	чувство	17.0
полёт	свобода	17.0
аниме	япония	17.0
вечность	бесконечность	17.0
верёвка	мыло	17.0
медаль	орден	17.0
нога	обувь	17.0
аксиома	теорема	17.0
провод	ток	17.0
джаз	саксофон	17.0
цемент	бетон	17.0
оценка	дневник	17.0
брак	развод	17.0
тетрадь	ручка	17.0
помидор	овощ	17.0
зелень	лето	17.0
карандаш	графит	17.0
спорт	здоровье	16.9
глобус	шар	16.9
знак	зодиак	16.9
талант	дар	16.9
закон	правило	16.9
укус	змея	16.9
тюрьма	решётка	16.9
куб	квадрат	16.9
краб	путин	16.9
наука	прогресс	16.9
собака	кошка	16.9
тело	дух	16.8
телефон	звонок	16.8
салат	оливье	16.8
журнал	глянец	16.8
снег	сугроб	16.7
туча	дождь	16.7
волейбол	мяч	16.7
кровать	подушка	16.7
ленин	сталин	16.7
миг	мгновение	16.7
вода	капля	16.7
тайна	загадка	16.7
вулкан	извержение	16.7
анал	секс	16.7
яйцо	омлет	16.7
золото	кольцо	16.7
поиск	гугл	16.7
воск	свеча	16.7
художник	творец	16.7
врач	хирург	16.7
дорога	жизнь	16.7
радуга	небо	16.6
пение	голос	16.6
бритва	станок	16.6
спагетти	макароны	16.6
ной	ковчег	16.6
кисть	холст	16.6
вода	напиток	16.6
коробка	подарок	16.6
страх	чувство	16.6
волна	вода	16.6
солнце	ярило	16.6
усы	гитлер	16.6
девушка	секс	16.6
ночь	секс	16.6
подарок	праздник	16.6
грипп	кашель	16.6
восемь	бесконечность	16.6
вальс	танец	16.6
кошка	хвост	16.6
простыня	постель	16.6
эволюция	обезьяна	16.6
вершина	пик	16.6
волосы	расчёска	16.5
детство	юность	16.4
жара	холод	16.4
лес	дрова	16.4
метро	вагон	16.4
позор	стыд	16.4
фантазия	воображение	16.4
солнце	планета	16.4
пыль	грязь	16.4
мудрость	опыт	16.4
дискотека	танцы	16.4
лайм	лимон	16.4
простуда	кашель	16.4
этаж	лифт	16.4
родина	отчизна	16.4
дерево	сосна	16.4
почёт	уважение	16.4
толстой	лев	16.4
кошка	шерсть	16.4
африка	негры	16.4
азбука	букварь	16.4
краб	рак	16.4
пух	тополь	16.4
киев	столица	16.4
дурак	идиот	16.3
новый год	подарки	16.3
злость	ненависть	16.3
шашлык	шампур	16.3
моча	кал	16.3
производство	завод	16.3
ну погоди	волк	16.3
сражение	битва	16.3
палец	кольцо	16.3
море	глубина	16.3
индия	слон	16.3
птица	небо	16.2
люди	толпа	16.2
город	мегаполис	16.2
парус	яхта	16.1
шина	колесо	16.1
отверстие	дыра	16.1
кулак	удар	16.1
карлик	нос	16.1
каша	манка	16.1
корабль	парус	16.1
рынок	базар	16.1
италия	рим	16.1
боль	кровь	16.1
земля	луна	16.1
поэт	писатель	16.1
радость	восторг	16.1
мусор	мент	16.1
помидор	салат	16.1
буквы	алфавит	16.1
костёр	дрова	16.0
разум	мозг	16.0
вещество	молекула	16.0
пустота	вакуум	16.0
праздник	день рождения	16.0
нежность	поцелуй	16.0
икс	игрек	16.0
берёза	роща	16.0
переплёт	книга	16.0
цвета	радуга	16.0
цифра	буква	16.0
белок	яйцо	16.0
огонь	свет	16.0
тюрьма	срок	16.0
электричество	свет	16.0
корова	трава	16.0
игла	укол	15.9
страх	смерть	15.9
лес	поле	15.9
марка	почта	15.9
скала	гора	15.9
жара	пекло	15.9
притяжение	магнит	15.9
ад	дьявол	15.9
лодка	весло	15.9
менделеев	таблица	15.9
проблема	решение	15.8
жажда	питьё	15.8
река	устье	15.8
огород	овощи	15.8
исключение	правило	15.8
бег	кроссовки	15.8
россия	москва	15.8
почки	печень	15.7
праздник	подарки	15.7
рыба	кит	15.7
покой	смерть	15.7
мусор	свалка	15.7
фонарь	ночь	15.7
палитра	краски	15.7
ручка	стержень	15.7
мавзолей	красная площадь	15.7
трубка	табак	15.7
осадки	снег	15.7
капитан	корабль	15.7
почта	голубь	15.7
бог	церковь	15.7
радость	подарок	15.7
спутник	космос	15.7
чайки	море	15.7
стройка	каска	15.7
страдание	любовь	15.7
фонарь	аптека	15.7
гной	рана	15.6
ветви	дерево	15.6
лев	царь зверей	15.6
анатомия	тело	15.6
диван	кресло	15.6
краска	забор	15.6
телевизор	новости	15.6
голос	тембр	15.6
схема	план	15.6
юрист	адвокат	15.6
человек	жизнь	15.6
сигарета	табак	15.6
вино	сыр	15.6
улитка	слизь	15.6
конь	жеребец	15.6
вопль	крик	15.6
дерево	дятел	15.6
электричество	энергия	15.6
хрусталь	ваза	15.6
пар	дым	15.6
цирк	шапито	15.6
розетка	вилка	15.6
вещество	химия	15.6
совок	ссср	15.5
тишина	спокойствие	15.5
лев	король	15.5
исток	река	15.5
шахматы	конь	15.5
океан	кит	15.5
надежда	любовь	15.5
ножка	стул	15.5
жара	зной	15.5
джаз	блюз	15.4
грусть	дождь	15.4
время	вечность	15.4
веник	метла	15.4
египет	пирамиды	15.4
яблоня	дерево	15.4
рука	помощь	15.4
игра	детство	15.4
машина	транспорт	15.4
велосипед	колесо	15.4
рот	зубы	15.4
океан	глубина	15.3
разговор	беседа	15.3
сцена	актёр	15.3
лето	отдых	15.3
свет	тепло	15.3
страна	украина	15.3
гагарин	ракета	15.3
лето	отпуск	15.3
рыба	селёдка	15.3
река	поток	15.3
